raw_class,display_class,path,filename,width,height,aspect_ratio,size_pixels,mode,split,label
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00008_00015.png,00005_00008_00015.png,43,44,0.9772727272727273,1892,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00064_00004.png,00004_00064_00004.png,28,29,0.9655172413793104,812,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00003_00025.png,00021_00003_00025.png,99,87,1.1379310344827587,8613,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00033_00000.png,00004_00033_00000.png,29,30,0.9666666666666667,870,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00039_00010.png,00038_00039_00010.png,32,34,0.9411764705882353,1088,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00022_00024.png,00004_00022_00024.png,43,44,0.9772727272727273,1892,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00041_00026.png,00007_00041_00026.png,58,59,0.9830508474576272,3422,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00024_00010.png,00014_00024_00010.png,32,33,0.9696969696969697,1056,RGB,train,3
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00015_00024.png,00014_00015_00024.png,93,92,1.0108695652173914,8556,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00025_00008.png,00038_00025_00008.png,33,34,0.9705882352941176,1122,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00066_00000.png,00038_00066_00000.png,33,33,1.0,1089,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00043_00010.png,00038_00043_00010.png,40,45,0.8888888888888888,1800,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00001_00012.png,00030_00001_00012.png,38,36,1.0555555555555556,1368,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00004_00000.png,00004_00004_00000.png,44,43,1.0232558139534884,1892,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00035_00016.png,00008_00035_00016.png,41,41,1.0,1681,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00067_00006.png,00038_00067_00006.png,32,33,0.9696969696969697,1056,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00064_00018.png,00004_00064_00018.png,40,40,1.0,1600,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00056_00007.png,00038_00056_00007.png,44,48,0.9166666666666666,2112,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00006_00002.png,00027_00006_00002.png,42,38,1.105263157894737,1596,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00003_00029.png,00004_00003_00029.png,94,96,0.9791666666666666,9024,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00047_00020.png,00004_00047_00020.png,62,60,1.0333333333333334,3720,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00000_00008.png,00028_00000_00008.png,39,37,1.054054054054054,1443,RGB,train,1
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00006_00015.png,00021_00006_00015.png,44,41,1.0731707317073171,1804,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00013_00008.png,00023_00013_00008.png,46,44,1.0454545454545454,2024,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00023_00019.png,00008_00023_00019.png,44,44,1.0,1936,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00004_00014.png,00015_00004_00014.png,39,38,1.0263157894736843,1482,RGB,train,3
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00035_00021.png,00038_00035_00021.png,50,52,0.9615384615384616,2600,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00032_00000.png,00007_00032_00000.png,30,32,0.9375,960,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00031_00001.png,00004_00031_00001.png,26,29,0.896551724137931,754,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00003_00007.png,00036_00003_00007.png,30,30,1.0,900,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00008_00021.png,00023_00008_00021.png,84,80,1.05,6720,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00006_00015.png,00028_00006_00015.png,55,50,1.1,2750,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00006_00021.png,00015_00006_00021.png,50,50,1.0,2500,RGB,train,3
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00022_00008_00025.png,00022_00008_00025.png,84,78,1.0769230769230769,6552,RGB,train,0
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00007_00028.png,00017_00007_00028.png,48,52,0.9230769230769231,2496,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00012_00002.png,00004_00012_00002.png,31,30,1.0333333333333334,930,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00006_00023.png,00030_00006_00023.png,51,51,1.0,2601,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00001_00005.png,00021_00001_00005.png,35,34,1.0294117647058822,1190,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00010_00009.png,00021_00010_00009.png,32,32,1.0,1024,RGB,train,0
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00004_00010.png,00027_00004_00010.png,47,45,1.0444444444444445,2115,RGB,train,1
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00004_00028.png,00031_00004_00028.png,93,75,1.24,6975,RGB,train,1
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00009_00012.png,00028_00009_00012.png,48,42,1.1428571428571428,2016,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00040_00023.png,00038_00040_00023.png,73,86,0.8488372093023255,6278,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00000_00021.png,00027_00000_00021.png,95,89,1.0674157303370786,8455,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00043_00014.png,00008_00043_00014.png,37,35,1.0571428571428572,1295,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00038_00014.png,00007_00038_00014.png,39,40,0.975,1560,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00001_00020.png,00029_00001_00020.png,71,63,1.126984126984127,4473,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00037_00026.png,00008_00037_00026.png,50,50,1.0,2500,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00053_00008.png,00038_00053_00008.png,32,33,0.9696969696969697,1056,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00027_00004.png,00007_00027_00004.png,28,29,0.9655172413793104,812,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00054_00024.png,00038_00054_00024.png,61,64,0.953125,3904,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00005_00016.png,00005_00005_00016.png,35,36,0.9722222222222222,1260,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00041_00012.png,00008_00041_00012.png,40,40,1.0,1600,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00054_00005.png,00004_00054_00005.png,38,39,0.9743589743589743,1482,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00059_00020.png,00038_00059_00020.png,54,55,0.9818181818181818,2970,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00055_00008.png,00004_00055_00008.png,38,35,1.0857142857142856,1330,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00005_00009.png,00017_00005_00009.png,32,33,0.9696969696969697,1056,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00020_00026.png,00008_00020_00026.png,84,84,1.0,7056,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00011_00017.png,00004_00011_00017.png,41,41,1.0,1681,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00002_00019.png,00027_00002_00019.png,60,55,1.0909090909090908,3300,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00056_00016.png,00038_00056_00016.png,57,60,0.95,3420,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00008_00021.png,00031_00008_00021.png,58,54,1.0740740740740742,3132,RGB,train,1
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00058_00012.png,00038_00058_00012.png,46,47,0.9787234042553191,2162,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00036_00004_00011.png,00036_00004_00011.png,37,38,0.9736842105263158,1406,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00043_00011.png,00007_00043_00011.png,34,35,0.9714285714285714,1190,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00023_00009_00004.png,00023_00009_00004.png,40,40,1.0,1600,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00020_00016.png,00005_00020_00016.png,34,34,1.0,1156,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00015_00002.png,00008_00015_00002.png,32,29,1.103448275862069,928,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00009_00020.png,00004_00009_00020.png,45,46,0.9782608695652174,2070,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00060_00013.png,00005_00060_00013.png,30,34,0.8823529411764706,1020,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00033_00025.png,00007_00033_00025.png,79,81,0.9753086419753086,6399,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00029_00003_00028.png,00029_00003_00028.png,106,97,1.092783505154639,10282,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00014_00003_00005.png,00014_00003_00005.png,47,46,1.0217391304347827,2162,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00011_00016.png,00004_00011_00016.png,38,40,0.95,1520,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00028_00012_00015.png,00028_00012_00015.png,42,39,1.0769230769230769,1638,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00015_00022.png,00017_00015_00022.png,43,45,0.9555555555555556,1935,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00031_00004.png,00004_00031_00004.png,27,29,0.9310344827586207,783,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00003_00000.png,00007_00003_00000.png,30,31,0.967741935483871,930,RGB,train,4
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00016_00004_00001.png,00016_00004_00001.png,28,27,1.037037037037037,756,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00031_00023.png,00007_00031_00023.png,44,46,0.9565217391304348,2024,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00017_00024.png,00038_00017_00024.png,54,54,1.0,2916,RGB,train,2
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00000_00024.png,00008_00000_00024.png,51,54,0.9444444444444444,2754,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00035_00028.png,00005_00035_00028.png,112,120,0.9333333333333333,13440,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00041_00015.png,00007_00041_00015.png,39,39,1.0,1521,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00038_00006.png,00004_00038_00006.png,33,33,1.0,1089,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00007_00024.png,00008_00007_00024.png,51,52,0.9807692307692307,2652,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00011_00027.png,00038_00011_00027.png,81,83,0.9759036144578314,6723,RGB,train,2
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00030_00009_00019.png,00030_00009_00019.png,74,68,1.088235294117647,5032,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00039_00000.png,00004_00039_00000.png,29,29,1.0,841,RGB,train,4
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00002_00002.png,00021_00002_00002.png,32,30,1.0666666666666667,960,RGB,train,0
Cautions,Cautions,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Cautions/00021_00007_00021.png,00021_00007_00021.png,69,61,1.1311475409836065,4209,RGB,train,0
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00014_00025.png,00007_00014_00025.png,94,93,1.010752688172043,8742,RGB,train,4
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00027_00005_00006.png,00027_00005_00006.png,34,31,1.096774193548387,1054,RGB,train,1
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00005_00006_00008.png,00005_00006_00008.png,38,37,1.027027027027027,1406,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00012_00007.png,00004_00012_00007.png,33,33,1.0,1089,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00005_00009.png,00008_00005_00009.png,35,36,0.9722222222222222,1260,RGB,train,4
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00007_00026_00004.png,00007_00026_00004.png,28,28,1.0,784,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00032_00027.png,00038_00032_00027.png,80,84,0.9523809523809523,6720,RGB,train,2
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00046_00018.png,00038_00046_00018.png,39,41,0.9512195121951219,1599,RGB,train,2
Crossings,Crossings,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/Crossings/00031_00011_00026.png,00031_00011_00026.png,61,59,1.0338983050847457,3599,RGB,train,1
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00017_00031_00023.png,00017_00031_00023.png,44,48,0.9166666666666666,2112,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00004_00042_00017.png,00004_00042_00017.png,41,40,1.025,1640,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00051_00019.png,00038_00051_00019.png,52,52,1.0,2704,RGB,train,2
No Entry,No Entry,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/No Entry/00015_00005_00016.png,00015_00005_00016.png,35,36,0.9722222222222222,1260,RGB,train,3
SpeedLimit,SpeedLimit,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/SpeedLimit/00008_00009_00021.png,00008_00009_00021.png,44,44,1.0,1936,RGB,train,4
DIrection,Direction,/home/wizard/Projects/school/AI/submissions/assets/Traffic_Sign_2/Train/DIrection/00038_00014_00001.png,00038_00014_00001.png,27,28,0.9642857142857143,756,RGB,train,2
